date,city,precipitation,sunshine,templature
1996/4/1,Tokyo,111,204.8,12.7
1996/5/1,Tokyo,128,183.7,18.1
1996/6/1,Tokyo,36,117.8,22.6
1996/7/1,Tokyo,253.5,199.6,26.2
1996/8/1,Tokyo,31.5,149.1,26
1996/9/1,Tokyo,382,139,22.4
1996/10/1,Tokyo,83.5,139.9,18
1996/11/1,Tokyo,84,115.4,13.2
1996/12/1,Tokyo,48,187.8,9.3
1997/1/1,Tokyo,29,236.6,6.8
1997/2/1,Tokyo,21.5,191.6,7
1997/3/1,Tokyo,106,181.9,10.5
1997/4/1,Tokyo,105.5,184.3,15.2
1997/5/1,Tokyo,186,162.7,19.2
1997/6/1,Tokyo,170.5,160.6,22.7
1997/7/1,Tokyo,185,191.9,26.6
1997/8/1,Tokyo,144,176.1,27
1997/9/1,Tokyo,204,91.7,22.9
1997/10/1,Tokyo,19,192.6,18.7
1997/11/1,Tokyo,91,140.8,14.3
1997/12/1,Tokyo,40.5,153.1,9.2
1998/1/1,Tokyo,122,162.5,5.3
1998/2/1,Tokyo,110.5,150.4,7
1998/3/1,Tokyo,108,191.5,10.1
1998/4/1,Tokyo,188,108.8,16.3
1998/5/1,Tokyo,140.5,132.5,20.5
1998/6/1,Tokyo,150.5,73.1,21.5
1998/7/1,Tokyo,156.5,113.6,25.3
1998/8/1,Tokyo,143.5,91.7,27.2
1998/9/1,Tokyo,229,83.8,24.4
1998/10/1,Tokyo,142.5,117.2,20.1
1998/11/1,Tokyo,7.5,157.9,13.9
1998/12/1,Tokyo,48,152.4,9
1999/1/1,Tokyo,19.5,217,6.6
1999/2/1,Tokyo,35.5,200.9,6.7
1999/3/1,Tokyo,144.5,119,10.1
1999/4/1,Tokyo,205,146.3,15
1999/5/1,Tokyo,103.5,184,19.9
1999/6/1,Tokyo,192.5,135.8,22.8
1999/7/1,Tokyo,342,169,25.9
1999/8/1,Tokyo,301,204,28.5
1999/9/1,Tokyo,91,130.3,26.2
1999/10/1,Tokyo,87.5,158.4,19.5
1999/11/1,Tokyo,93,157.1,14.2
1999/12/1,Tokyo,7,186.3,9
2000/1/1,Tokyo,66.5,153.8,7.6
2000/2/1,Tokyo,4,207.7,6
2000/3/1,Tokyo,85.5,207.9,9.4
2000/4/1,Tokyo,151.5,174.9,14.5
2000/5/1,Tokyo,109,184,19.8
2000/6/1,Tokyo,232,129.8,22.5
2000/7/1,Tokyo,373.5,210.2,27.7
2000/8/1,Tokyo,162,185.7,28.3
2000/9/1,Tokyo,164,128.9,25.6
2000/10/1,Tokyo,142.5,97.7,18.8
2000/11/1,Tokyo,106,109.7,13.3
2000/12/1,Tokyo,6.5,172.2,8.8
2001/1/1,Tokyo,126.5,178.8,4.9
2001/2/1,Tokyo,23,153,6.6
2001/3/1,Tokyo,107.5,180.1,9.8
2001/4/1,Tokyo,40.5,219.5,15.7
2001/5/1,Tokyo,170.5,160.6,19.5
2001/6/1,Tokyo,144.5,107.8,23.1
2001/7/1,Tokyo,41.5,259.2,28.5
2001/8/1,Tokyo,136.5,94,26.4
2001/9/1,Tokyo,204,109.4,23.2
2001/10/1,Tokyo,343,154.6,18.7
2001/11/1,Tokyo,123.5,169.6,13.1
2001/12/1,Tokyo,30,189.9,8.4
2002/1/1,Tokyo,98.5,201.9,7.4
2002/2/1,Tokyo,25,163.5,7.9
2002/3/1,Tokyo,82,191.3,12.2
2002/4/1,Tokyo,58,164.2,16.1
2002/5/1,Tokyo,112.5,153,18.4
2002/6/1,Tokyo,151.5,123.3,21.6
2002/7/1,Tokyo,124,189.5,28
2002/8/1,Tokyo,120,231,28
2002/9/1,Tokyo,207,117.3,23.1
2002/10/1,Tokyo,194,183.4,19
2002/11/1,Tokyo,27.5,140.9,11.6
2002/12/1,Tokyo,94.5,130.7,7.2
2003/1/1,Tokyo,101,208,5.5
2003/2/1,Tokyo,53.5,154,6.4
2003/3/1,Tokyo,159.5,203.8,8.7
2003/4/1,Tokyo,121,162.6,15.1
2003/5/1,Tokyo,172.5,145.6,18.8
2003/6/1,Tokyo,85,103.6,23.2
2003/7/1,Tokyo,187.5,48.2,22.8
2003/8/1,Tokyo,370,130.3,26
2003/9/1,Tokyo,150,160.2,24.2
2003/10/1,Tokyo,171.5,137.6,17.8
2003/11/1,Tokyo,229.5,87.9,14.4
2003/12/1,Tokyo,53,181.4,9.2
2004/1/1,Tokyo,3.5,203.6,6.3
2004/2/1,Tokyo,20,218.3,8.5
2004/3/1,Tokyo,129.5,170.9,9.8
2004/4/1,Tokyo,69.5,235.4,16.4
2004/5/1,Tokyo,149,139.9,19.6
2004/6/1,Tokyo,112.5,170.6,23.7
2004/7/1,Tokyo,23.5,232.2,28.5
2004/8/1,Tokyo,79.5,177.8,27.2
2004/9/1,Tokyo,195,140,25.1
2004/10/1,Tokyo,780,116.8,17.5
2004/11/1,Tokyo,108.5,160.9,15.6
2004/12/1,Tokyo,79.5,166.3,9.9
2005/1/1,Tokyo,77,200,6.1
2005/2/1,Tokyo,48,148.9,6.2
2005/3/1,Tokyo,71,175.1,9
2005/4/1,Tokyo,81,216.1,15.1
2005/5/1,Tokyo,180.5,172.3,17.7
2005/6/1,Tokyo,170.5,119.3,23.2
2005/7/1,Tokyo,247.5,103.9,25.6
2005/8/1,Tokyo,189.5,159.9,28.1
2005/9/1,Tokyo,177.5,154.2,24.7
2005/10/1,Tokyo,201.5,108.3,19.2
2005/11/1,Tokyo,34.5,194.6,13.3
2005/12/1,Tokyo,3.5,212.4,6.4
2006/1/1,Tokyo,67,169.9,5.1
2006/2/1,Tokyo,113,128.5,6.7
2006/3/1,Tokyo,79.5,176.2,9.8
2006/4/1,Tokyo,123,147,13.6
2006/5/1,Tokyo,99,136.7,19
2006/6/1,Tokyo,138.5,79.5,22.5
2006/7/1,Tokyo,165,59.2,25.6
2006/8/1,Tokyo,126,160.6,27.5
2006/9/1,Tokyo,175.5,103.5,23.5
2006/10/1,Tokyo,318,137.8,19.5
2006/11/1,Tokyo,135,147.5,14.4
2006/12/1,Tokyo,200.5,141.4,9.5
2007/1/1,Tokyo,42,175.6,7.6
2007/2/1,Tokyo,57,193.6,8.6
2007/3/1,Tokyo,77,195,10.8
2007/4/1,Tokyo,134,151,13.7
2007/5/1,Tokyo,115.5,226.4,19.8
2007/6/1,Tokyo,80,187.2,23.2
2007/7/1,Tokyo,253,80.6,24.4
2007/8/1,Tokyo,9.5,227.9,29
2007/9/1,Tokyo,319.5,121.3,25.2
2007/10/1,Tokyo,135.5,119.8,19
2007/11/1,Tokyo,37,148.8,13.3
2007/12/1,Tokyo,72,168.8,9
2008/1/1,Tokyo,17.5,164.8,5.9
2008/2/1,Tokyo,57,214.8,5.5
2008/3/1,Tokyo,119.5,187.2,10.7
2008/4/1,Tokyo,240,150,14.7
2008/5/1,Tokyo,255,136.9,18.5
2008/6/1,Tokyo,225.5,106.9,21.3
2008/7/1,Tokyo,48,168.4,27
2008/8/1,Tokyo,387.5,130,26.8
2008/9/1,Tokyo,158.5,124.1,24.4
2008/10/1,Tokyo,204.5,141,19.4
2008/11/1,Tokyo,74,142.9,13.1
2008/12/1,Tokyo,70.5,190.8,9.8
2009/1/1,Tokyo,142,174.7,6.8
2009/2/1,Tokyo,46.5,131.2,7.8
2009/3/1,Tokyo,98.5,162.9,10
2009/4/1,Tokyo,162.5,226.7,15.7
2009/5/1,Tokyo,242,154.6,20.1
2009/6/1,Tokyo,226,98.8,22.5
2009/7/1,Tokyo,78.5,103.5,26.3
2009/8/1,Tokyo,242,136.1,26.6
2009/9/1,Tokyo,53,136.5,23
2009/10/1,Tokyo,276.5,153.3,19
2009/11/1,Tokyo,151.5,124,13.5
2009/12/1,Tokyo,82.5,181,9
2010/1/1,Tokyo,9,221.9,7
2010/2/1,Tokyo,115,118.3,6.5
2010/3/1,Tokyo,143.5,139.8,9.1
2010/4/1,Tokyo,214,139.9,12.4
2010/5/1,Tokyo,114,198.8,19
2010/6/1,Tokyo,108,162.5,23.6
2010/7/1,Tokyo,70,182.7,28
2010/8/1,Tokyo,27,222.6,29.6
2010/9/1,Tokyo,428,165.3,25.1
2010/10/1,Tokyo,211,81.4,18.9
2010/11/1,Tokyo,94.5,158.9,13.5
2010/12/1,Tokyo,145.5,194.9,9.9
2011/1/1,Tokyo,3.5,243.9,5.1
2011/2/1,Tokyo,151,148.9,7
2011/3/1,Tokyo,74,214.8,8.1
2011/4/1,Tokyo,96,204,14.5
2011/5/1,Tokyo,213.5,146.3,18.5
2011/6/1,Tokyo,116.5,105.1,22.8
2011/7/1,Tokyo,54.5,186.2,27.3
2011/8/1,Tokyo,244,168.9,27.5
2011/9/1,Tokyo,235,165.8,25.1
2011/10/1,Tokyo,119.5,141.3,19.5
2011/11/1,Tokyo,112.5,143.4,14.9
2011/12/1,Tokyo,59.5,187.6,7.5
2012/1/1,Tokyo,50,183,4.8
2012/2/1,Tokyo,94,148.6,5.4
2012/3/1,Tokyo,144.5,149.7,8.8
2012/4/1,Tokyo,118.5,162.4,14.5
2012/5/1,Tokyo,231,195.4,19.6
2012/6/1,Tokyo,185,125.3,21.4
2012/7/1,Tokyo,130,181.3,26.4
2012/8/1,Tokyo,25,236,29.1
2012/9/1,Tokyo,214.5,164.4,26.2
2012/10/1,Tokyo,154.5,156.6,19.4
2012/11/1,Tokyo,154,153.3,12.7
2012/12/1,Tokyo,69,166.9,7.3
2013/1/1,Tokyo,70,212.5,5.5
2013/2/1,Tokyo,30,173.7,6.2
2013/3/1,Tokyo,44.5,190.1,12.1
2013/4/1,Tokyo,283,196,15.2
2013/5/1,Tokyo,56,227.1,19.8
2013/6/1,Tokyo,159,123.9,22.9
2013/7/1,Tokyo,115.5,163.4,27.3
2013/8/1,Tokyo,99,210.6,29.2
2013/9/1,Tokyo,231.5,164.2,25.2
2013/10/1,Tokyo,440,110.4,19.8
2013/11/1,Tokyo,26,177.4,13.5
2013/12/1,Tokyo,59.5,181.8,8.3
2014/1/1,Tokyo,24.5,204.1,6.3
2014/2/1,Tokyo,157.5,139.8,5.9
2014/3/1,Tokyo,113.5,205,10.4
2014/4/1,Tokyo,155,218.3,15
2014/5/1,Tokyo,135.5,236.5,20.3
2014/6/1,Tokyo,311,143,23.4
2014/7/1,Tokyo,105.5,175.6,26.8
2014/8/1,Tokyo,105,180.9,27.7
2014/9/1,Tokyo,155.5,145.8,23.2
2014/10/1,Tokyo,384.5,135.2,19.1
2014/11/1,Tokyo,98.5,134.6,14.2
2014/12/1,Tokyo,62,185.2,6.7
2015/1/1,Tokyo,92.5,182,5.8
2015/2/1,Tokyo,62,166.9,5.7
2015/3/1,Tokyo,94,194.2,10.3
2015/4/1,Tokyo,129,149.5,14.5
2015/5/1,Tokyo,88,240.6,21.1
2015/6/1,Tokyo,195.5,137.3,22.1
2015/7/1,Tokyo,234.5,181.8,26.2
2015/8/1,Tokyo,103.5,137.6,26.7
2015/9/1,Tokyo,503.5,113.3,22.6
2015/10/1,Tokyo,57,181.3,18.4
2015/11/1,Tokyo,139.5,120.1,13.9
2015/12/1,Tokyo,82.5,162,9.3
2016/1/1,Tokyo,85,201.5,6.1
2016/2/1,Tokyo,57,160.1,7.2
2016/3/1,Tokyo,103,161.9,10.1
2016/4/1,Tokyo,120,149.2,15.4
2016/5/1,Tokyo,137.5,204.9,20.2
2016/6/1,Tokyo,174.5,139.1,22.4
2016/7/1,Tokyo,81.5,143.7,25.4
2016/8/1,Tokyo,414,156.5,27.1
2016/9/1,Tokyo,287,79.4,24.4
2016/10/1,Tokyo,96.5,119.6,18.7
2016/11/1,Tokyo,139,132.1,11.4
2016/12/1,Tokyo,84,193.7,8.9
2017/1/1,Tokyo,26,226.7,5.8
2017/2/1,Tokyo,15.5,193.7,6.9
2017/3/1,Tokyo,85.5,190.3,8.5
2017/4/1,Tokyo,122,198.8,14.7
2017/5/1,Tokyo,49,216.9,20
2017/6/1,Tokyo,106.5,158.8,22
2017/7/1,Tokyo,81,189.1,27.3
2017/8/1,Tokyo,141.5,83.7,26.4
2017/9/1,Tokyo,209.5,124.4,22.8
2017/10/1,Tokyo,531.5,94.7,16.8
2017/11/1,Tokyo,47,162.7,11.9
2017/12/1,Tokyo,15,211.1,6.6
2018/1/1,Tokyo,48.5,206.1,4.7
2018/2/1,Tokyo,20,167.3,5.4
2018/3/1,Tokyo,220,198,11.5
2018/4/1,Tokyo,109,201.8,17
2018/5/1,Tokyo,165.5,199.3,19.8
2018/6/1,Tokyo,155.5,163.1,22.4
2018/7/1,Tokyo,107,227.2,28.3
2018/8/1,Tokyo,86.5,217.4,28.1
2018/9/1,Tokyo,365,96.7,22.9
2018/10/1,Tokyo,61.5,139,19.1
2018/11/1,Tokyo,63,151,14
2018/12/1,Tokyo,44,145.3,8.3
2019/1/1,Tokyo,16,222.2,5.6
2019/2/1,Tokyo,42,138,7.2
2019/3/1,Tokyo,117.5,177.3,10.6
2019/4/1,Tokyo,90.5,194.4,13.6
2019/5/1,Tokyo,120.5,229.4,20
2019/6/1,Tokyo,225,129.5,21.8
2019/7/1,Tokyo,193,81.1,24.1
2019/8/1,Tokyo,110,187.8,28.4
2019/9/1,Tokyo,197,137.6,25.1
2019/10/1,Tokyo,529.5,112.8,19.4
2019/11/1,Tokyo,156.5,170.3,13.1
2019/12/1,Tokyo,76.5,128.6,8.5
2020/1/1,Tokyo,135,139.8,7.1
2020/2/1,Tokyo,15,196.1,8.3
2020/3/1,Tokyo,131,181.9,10.7
2020/4/1,Tokyo,296.5,213.4,12.8
2020/5/1,Tokyo,118,175.5,19.5
2020/6/1,Tokyo,212.5,136.3,23.2
2020/7/1,Tokyo,270.5,47.7,24.3
2020/8/1,Tokyo,61.5,254.7,29.1
2020/9/1,Tokyo,117.5,105.7,24.2
2020/10/1,Tokyo,205,113.9,17.5
2020/11/1,Tokyo,14.5,156.6,14
2020/12/1,Tokyo,13,167.9,7.7
2021/1/1,Tokyo,43.5,172.4,5.4
2021/2/1,Tokyo,88.5,214.9,8.5
2021/3/1,Tokyo,173,193.2,12.8
2021/4/1,Tokyo,156,218.5,15.1
2021/5/1,Tokyo,99.5,150.5,19.6
2021/6/1,Tokyo,168.5,131.6,22.7
2021/7/1,Tokyo,310,160.2,25.9
2021/8/1,Tokyo,382.5,175.6,27.4
2021/9/1,Tokyo,222.5,100.7,22.3
2021/10/1,Tokyo,199.5,163,18.2
2021/11/1,Tokyo,93,206.7,13.7
2021/12/1,Tokyo,116,202.5,7.9
2022/1/1,Tokyo,22.5,206.8,4.9
2022/2/1,Tokyo,71,190.9,5.2
2022/3/1,Tokyo,110.5,195.6,10.9
2022/4/1,Tokyo,224.5,169.6,15.3
2022/5/1,Tokyo,198,181.1,18.8
2022/6/1,Tokyo,64,167.6,23
2022/7/1,Tokyo,233,176.4,27.4
2022/8/1,Tokyo,105,150.4,27.5
2022/9/1,Tokyo,310,134.5,24.4
2022/10/1,Tokyo,118,119.4,17.2
2022/11/1,Tokyo,102.5,160.9,14.5
2022/12/1,Tokyo,56.5,175.7,7.5
2023/1/1,Tokyo,15.5,195,5.7
2023/2/1,Tokyo,40.5,178.6,7.3
2023/3/1,Tokyo,145,164.1,12.9
2023/4/1,Tokyo,90,197.2,16.3
2023/5/1,Tokyo,159,195.9,19
2023/6/1,Tokyo,347,137.5,23.2
2023/7/1,Tokyo,30,250.4,28.7
2023/8/1,Tokyo,132.5,222.3,29.2
2023/9/1,Tokyo,229,143.7,26.7
2023/10/1,Tokyo,147,200.6,18.9
2023/11/1,Tokyo,41.5,174.8,14.4
2023/12/1,Tokyo,19.5,199.1,9.4
2024/1/1,Tokyo,36,198.5,7.1
2024/2/1,Tokyo,78.5,152.4,8
2024/3/1,Tokyo,188.5,201.6,9.6
2024/4/1,Tokyo,115.5,150.3,17.1
2024/5/1,Tokyo,201.5,185.5,20
2024/6/1,Tokyo,350,158.1,23.1
2024/7/1,Tokyo,206.5,199.6,28.7
2024/8/1,Tokyo,381,189.8,29
2024/9/1,Tokyo,111.5,160.8,26.6
2024/10/1,Tokyo,174.5,111.7,20.6
2024/11/1,Tokyo,82,158.1,13.7
2024/12/1,Tokyo,0.5,233.8,8.1
1900/1/1,Sapporo,74.6,86.8,-7.6
1900/2/1,Sapporo,62.5,118.8,-7.4
1900/3/1,Sapporo,64.8,153.9,-3
1900/4/1,Sapporo,39.8,197.2,4.9
1900/5/1,Sapporo,65.2,168,10.7
1900/6/1,Sapporo,51.8,247.6,14.5
1900/7/1,Sapporo,45,198,17.2
1900/8/1,Sapporo,149.9,170.8,20.9
1900/9/1,Sapporo,80.7,148.3,16.1
1900/10/1,Sapporo,107.9,142.1,10
1900/11/1,Sapporo,67.1,86,3.8
1900/12/1,Sapporo,45.2,81.3,-3.5
1901/1/1,Sapporo,108,56.6,-5.4
1901/2/1,Sapporo,31.2,100.2,-5.3
1901/3/1,Sapporo,78.9,182.6,-1.5
1901/4/1,Sapporo,21.5,222.4,6.9
1901/5/1,Sapporo,68.9,248.9,11.5
1901/6/1,Sapporo,107.8,134.3,14
1901/7/1,Sapporo,84.6,182.9,18.2
1901/8/1,Sapporo,92.8,152.5,20.8
1901/9/1,Sapporo,211.7,131.9,15.9
1901/10/1,Sapporo,137.6,189.2,9.6
1901/11/1,Sapporo,78.7,117.8,3.1
1901/12/1,Sapporo,133,97.6,-4.8
1902/1/1,Sapporo,60.5,122.7,-7.5
1902/2/1,Sapporo,27.4,101.7,-6.4
1902/3/1,Sapporo,31.4,132.8,-0.6
1902/4/1,Sapporo,93.9,187.9,4.3
1902/5/1,Sapporo,119.6,180.4,9.2
1902/6/1,Sapporo,45.6,195.6,13.1
1902/7/1,Sapporo,124.4,180.5,16.4
1902/8/1,Sapporo,40.1,222.1,17.9
1902/9/1,Sapporo,57.4,171.6,17.3
1902/10/1,Sapporo,62.2,187.2,10.1
1902/11/1,Sapporo,125.5,126.2,3.9
1902/12/1,Sapporo,141.3,54.2,-0.3
1903/1/1,Sapporo,93.8,78,-2.7
1903/2/1,Sapporo,49.7,109.5,-4.7
1903/3/1,Sapporo,49.3,166.9,1.1
1903/4/1,Sapporo,8.9,205,7.5
1903/5/1,Sapporo,84.2,178,9.8
1903/6/1,Sapporo,70.6,184.1,13.8
1903/7/1,Sapporo,59.7,143,17.9
1903/8/1,Sapporo,35.1,203.9,19.2
1903/9/1,Sapporo,138.6,182.9,17
1903/10/1,Sapporo,47.5,162.8,8.7
1903/11/1,Sapporo,145.1,78.5,1.9
1903/12/1,Sapporo,113.9,87.3,-5.1
1904/1/1,Sapporo,83,117.2,-7.6
1904/2/1,Sapporo,55.1,152.4,-3.8
1904/3/1,Sapporo,61.9,170.2,-0.9
1904/4/1,Sapporo,32.9,264.9,6.1
1904/5/1,Sapporo,37.1,246.8,10.8
1904/6/1,Sapporo,72.6,201,16.5
1904/7/1,Sapporo,228,184.2,19.4
1904/8/1,Sapporo,64.5,271.1,22
1904/9/1,Sapporo,152.6,181,15.2
1904/10/1,Sapporo,72.6,159.8,9.5
1904/11/1,Sapporo,69,91.5,1.5
1904/12/1,Sapporo,103.7,71.4,-2.3
1905/1/1,Sapporo,62.6,82.8,-3.3
1905/2/1,Sapporo,160,101.4,-7.1
1905/3/1,Sapporo,31.5,205.3,-2.2
1905/4/1,Sapporo,53.9,190.7,2.9
1905/5/1,Sapporo,46,214.2,11.2
1905/6/1,Sapporo,109.3,149.4,15.1
1905/7/1,Sapporo,50.6,252,18.6
1905/8/1,Sapporo,49.6,190.4,18.7
1905/9/1,Sapporo,123.1,184.8,16
1905/10/1,Sapporo,67.3,182.5,10
1905/11/1,Sapporo,50.7,112.1,3
1905/12/1,Sapporo,79.3,96.7,-2.1
1906/1/1,Sapporo,82,114,-7.1
1906/2/1,Sapporo,53.9,121.1,-6.8
1906/3/1,Sapporo,46.7,159.7,-1.2
1906/4/1,Sapporo,41.1,162.3,5.2
1906/5/1,Sapporo,55.8,199.9,11.1
1906/6/1,Sapporo,28.3,212.4,12.9
1906/7/1,Sapporo,31.9,196.4,20
1906/8/1,Sapporo,30.5,211,19.9
1906/9/1,Sapporo,81.8,221.8,14.9
1906/10/1,Sapporo,189.6,155.3,9.3
1906/11/1,Sapporo,81.1,108.6,-0.1
1906/12/1,Sapporo,118.8,52.3,-2.4
1907/1/1,Sapporo,75.2,85.7,-5.4
1907/2/1,Sapporo,32.6,136.5,-6.1
1907/3/1,Sapporo,53.4,175.9,-2.3
1907/4/1,Sapporo,50.4,152.5,5.8
1907/5/1,Sapporo,124.5,147.5,10.6
1907/6/1,Sapporo,91.4,164.2,13.5
1907/7/1,Sapporo,96.9,224.9,18.1
1907/8/1,Sapporo,114.3,141,23.3
1907/9/1,Sapporo,167.6,138.3,15.9
1907/10/1,Sapporo,126.4,144.3,8.4
1907/11/1,Sapporo,90.1,62.7,2.4
1907/12/1,Sapporo,97.9,62.1,-5.2
1908/1/1,Sapporo,98.3,95.6,-8.5
1908/2/1,Sapporo,52.8,140.1,-6.4
1908/3/1,Sapporo,139.9,139.1,-3
1908/4/1,Sapporo,34.7,210.6,5
1908/5/1,Sapporo,92.6,154.4,9.2
1908/6/1,Sapporo,34.1,183.2,13.5
1908/7/1,Sapporo,34.6,182.7,17.4
1908/8/1,Sapporo,76.8,211.4,22
1908/9/1,Sapporo,66.1,156.1,15.3
1908/10/1,Sapporo,54.1,178.2,9.2
1908/11/1,Sapporo,106.3,76.7,0.6
1908/12/1,Sapporo,112.2,81.2,-4.4
1909/1/1,Sapporo,44.1,119.1,-9.4
1909/2/1,Sapporo,42.9,96.7,-5.9
1909/3/1,Sapporo,41.5,170.7,-3.6
1909/4/1,Sapporo,126.4,167.1,6.4
1909/5/1,Sapporo,113.7,174.5,11
1909/6/1,Sapporo,60.4,242.4,15.2
1909/7/1,Sapporo,80.8,185.4,19
1909/8/1,Sapporo,52.8,220.7,20.8
1909/9/1,Sapporo,109.3,172.9,16
1909/10/1,Sapporo,180.9,147.1,8.1
1909/11/1,Sapporo,141.2,113.8,3.5
1909/12/1,Sapporo,112.7,103.4,-4.2
1910/1/1,Sapporo,56.8,120.9,-4.9
1910/2/1,Sapporo,92.2,120.1,-5.7
1910/3/1,Sapporo,26.6,204.7,-2.1
1910/4/1,Sapporo,45.4,219,5.5
1910/5/1,Sapporo,27,207.8,10.6
1910/6/1,Sapporo,185.7,196.2,15.2
1910/7/1,Sapporo,100.8,205.6,18.8
1910/8/1,Sapporo,28.6,201.6,20.6
1910/9/1,Sapporo,91.6,145.4,15.1
1910/10/1,Sapporo,11.3,205.3,10.2
1910/11/1,Sapporo,123.2,84.7,2.8
1910/12/1,Sapporo,51.5,114.8,-6.5
1911/1/1,Sapporo,56.1,101.3,-6.4
1911/2/1,Sapporo,22.7,145.1,-5.4
1911/3/1,Sapporo,68.2,172,-0.9
1911/4/1,Sapporo,66.2,188.1,5.2
1911/5/1,Sapporo,11.3,246.5,11.3
1911/6/1,Sapporo,80.1,197.8,15.7
1911/7/1,Sapporo,66.5,160.2,18.6
1911/8/1,Sapporo,172.8,174,19.7
1911/9/1,Sapporo,85.8,200.1,17.2
1911/10/1,Sapporo,168.4,117,10.2
1911/11/1,Sapporo,133.7,75.3,5.5
1911/12/1,Sapporo,71.8,92.5,-3.4
1912/1/1,Sapporo,81,92.1,-5.7
1912/2/1,Sapporo,94.8,107.2,-3.8
1912/3/1,Sapporo,116,153.8,-1.7
1912/4/1,Sapporo,57.3,211.7,4.8
1912/5/1,Sapporo,170.8,237.5,9.7
1912/6/1,Sapporo,52.3,165,14.9
1912/7/1,Sapporo,36.4,155,18
1912/8/1,Sapporo,109.5,191.4,20.8
1912/9/1,Sapporo,172.9,170.6,14.4
1912/10/1,Sapporo,44.7,144.7,8.9
1912/11/1,Sapporo,136.9,98.2,0.3
1912/12/1,Sapporo,95.1,79.5,-5.5
1913/1/1,Sapporo,54.1,104.6,-8.7
1913/2/1,Sapporo,55.5,124.9,-5.4
1913/3/1,Sapporo,36,165.5,-2.6
1913/4/1,Sapporo,26.6,226.3,5.7
1913/5/1,Sapporo,53.4,215.2,9.4
1913/6/1,Sapporo,41.5,161.7,12.8
1913/7/1,Sapporo,86.9,105.1,16.9
1913/8/1,Sapporo,284.3,225,18.4
1913/9/1,Sapporo,60,182.7,13.9
1913/10/1,Sapporo,49,156,9.2
1913/11/1,Sapporo,96.4,85.8,2.3
1913/12/1,Sapporo,63.3,56.3,-3.5
1914/1/1,Sapporo,182.2,46.4,-3.3
1914/2/1,Sapporo,77.9,130.1,-4.5
1914/3/1,Sapporo,88.7,149.2,1.2
1914/4/1,Sapporo,71.1,228,4.8
1914/5/1,Sapporo,20.9,242.9,12.5
1914/6/1,Sapporo,61,190,14.8
1914/7/1,Sapporo,127.5,208.9,18.5
1914/8/1,Sapporo,149,153,20.3
1914/9/1,Sapporo,179.4,164.3,16.9
1914/10/1,Sapporo,64.7,194.1,9.5
1914/11/1,Sapporo,179.3,80.6,5.2
1914/12/1,Sapporo,119.1,90.1,-3.8
1915/1/1,Sapporo,100.5,107.2,-6.9
1915/2/1,Sapporo,116.5,101.6,-4.4
1915/3/1,Sapporo,71.1,163,-2.2
1915/4/1,Sapporo,72.2,182.7,4
1915/5/1,Sapporo,32.8,225.9,8.2
1915/6/1,Sapporo,29.3,205.4,16.1
1915/7/1,Sapporo,97.2,134.3,17.9
1915/8/1,Sapporo,32.3,198.8,21.3
1915/9/1,Sapporo,57.6,188.2,17.5
1915/10/1,Sapporo,299.9,135,11
1915/11/1,Sapporo,86.5,117.7,3.6
1915/12/1,Sapporo,118.8,87.8,-1.1
1916/1/1,Sapporo,61.9,74.5,-3.8
1916/2/1,Sapporo,101,106.2,-4.3
1916/3/1,Sapporo,43,168.2,-3.1
1916/4/1,Sapporo,63.4,196.7,4.1
1916/5/1,Sapporo,76.8,185.8,9.7
1916/6/1,Sapporo,81.6,169.1,16.7
1916/7/1,Sapporo,41.7,275.4,20.1
1916/8/1,Sapporo,21.4,289.8,22.9
1916/9/1,Sapporo,156.1,168.3,16.7
1916/10/1,Sapporo,50.6,176.8,10.2
1916/11/1,Sapporo,89.9,109.7,4.4
1916/12/1,Sapporo,101.8,75.3,-2.9
1917/1/1,Sapporo,142.6,102.7,-6.6
1917/2/1,Sapporo,109,118.2,-5.1
1917/3/1,Sapporo,40.1,176,-1.8
1917/4/1,Sapporo,75.4,171.3,4.9
1917/5/1,Sapporo,45.9,209.4,9.8
1917/6/1,Sapporo,111.3,204.9,14.6
1917/7/1,Sapporo,123.2,151.7,19.6
1917/8/1,Sapporo,28.4,251.9,21.4
1917/9/1,Sapporo,124.6,171.3,16.5
1917/10/1,Sapporo,155.2,158.3,11.1
1917/11/1,Sapporo,124.7,92.8,1.9
1917/12/1,Sapporo,113.2,121.1,-0.8
1918/1/1,Sapporo,207.4,101.1,-6
1918/2/1,Sapporo,43.4,117.8,-4.8
1918/3/1,Sapporo,81,155.4,-0.8
1918/4/1,Sapporo,57.4,210.1,5.2
1918/5/1,Sapporo,37.3,174.3,11
1918/6/1,Sapporo,84.2,172.5,15.2
1918/7/1,Sapporo,86.8,161.6,19.9
1918/8/1,Sapporo,109.7,172.3,21.4
1918/9/1,Sapporo,164.5,122.9,17.9
1918/10/1,Sapporo,52.8,187.1,9.8
1918/11/1,Sapporo,79.3,84.1,2.7
1918/12/1,Sapporo,37.1,85.4,-4.3
1919/1/1,Sapporo,80.3,82.9,-7
1919/2/1,Sapporo,43.1,118.1,-4.9
1919/3/1,Sapporo,72.3,126.2,-1.1
1919/4/1,Sapporo,41.2,210.2,4.9
1919/5/1,Sapporo,53.9,238.3,10.2
1919/6/1,Sapporo,141.7,194.3,14.2
1919/7/1,Sapporo,66.7,269.5,20.5
1919/8/1,Sapporo,81.3,207.6,19.9
1919/9/1,Sapporo,145,131.5,17.3
